847,3554,4401,122
603,3848,4451,123
255,2378,2633,124
614,3819,4433,125
894,3714,4608,126
1612,3102,4714,127
1401,2932,4333,128
664,3698,4362,129
694,4109,4803,130
550,3632,4182,131
695,4169,4864,132
692,3413,4105,133
902,2507,3409,134
1582,2971,4553,135
773,3185,3958,136
678,3445,4123,137
536,3319,3855,138
735,3840,4575,139
909,4008,4917,140
2258,3547,5805,141
1576,3084,4660,142
836,3438,4274,143
659,3833,4492,144
740,4238,4978,145
758,3919,4677,146
871,3808,4679,147
2001,2757,4758,148
2355,2433,4788,149
1549,2549,4098,150
673,3309,3982,151
513,3461,3974,152
736,4232,4968,153
898,4414,5312,154
1869,3473,5342,155
1685,3221,4906,156
673,3875,4548,157
763,4070,4833,158
676,3725,4401,159
563,3352,3915,160
815,3771,4586,161
1729,3237,4966,162
1467,2993,4460,163
863,4157,5020,164
727,4164,4891,165
769,4411,5180,166
545,3222,3767,167
863,3981,4844,168
1807,3312,5119,169
1639,3105,4744,170
699,3311,4010,171
774,4061,4835,172
661,3846,4507,173
746,4044,4790,174
969,4022,4991,175
1782,3420,5202,176
1920,3385,5305,177
854,3854,4708,178
732,3916,4648,179
848,4377,5225,180
1027,4488,5515,181
1246,4116,5362,182
2204,2915,5119,183
2282,2367,4649,184
3065,2978,6043,185
1031,3634,4665,186
784,3845,4629,187
754,3838,4592,188
692,3348,4040,189
1988,3348,5336,190
1743,3138,4881,191
723,3363,4086,192
662,3596,4258,193
748,3594,4342,194
888,4196,5084,195
1318,4220,5538,196
2418,3505,5923,197
2006,3296,5302,198
841,3617,4458,199
752,3789,4541,200
644,3688,4332,201
632,3152,3784,202
562,2825,3387,203
987,2298,3285,204
1050,2556,3606,205
568,3272,3840,206
750,3840,4590,207
755,3901,4656,208
606,3784,4390,209
670,3176,3846,210
1559,2916,4475,211
1524,2778,4302,212
729,3537,4266,213
801,4044,4845,214
467,3107,3574,215
799,3777,4576,216
1023,3843,4866,217
1521,2773,4294,218
1298,2487,3785,219
846,3480,4326,220
907,3695,4602,221
884,3896,4780,222
812,3980,4792,223
1051,3854,4905,224
1504,2646,4150,225
1338,2482,3820,226
775,3563,4338,227
721,4004,4725,228
668,4026,4694,229
639,3166,3805,230
797,3356,4153,231
1914,3277,5191,232
1249,2624,3873,233
833,3925,4758,234
1281,4614,5895,235
949,4181,5130,236
435,3107,3542,237
768,3893,4661,238
226,889,1115,239
1415,2919,4334,240
729,3905,4634,241
775,4429,5204,242
688,4370,5058,243
783,4332,5115,244
875,3852,4727,245
1935,2549,4484,246
2521,2419,4940,247
1236,2115,3351,248
204,2506,2710,249
118,1878,1996,250
153,1689,1842,251
417,3127,3544,252
1750,3595,5345,253
1633,3413,5046,254
690,4023,4713,255
701,4062,4763,256
647,4138,4785,257
428,3231,3659,258
742,4018,4760,259
1434,3077,4511,260
1353,2921,4274,261
691,3848,4539,262
438,3203,3641,263
539,3813,4352,264
555,4240,4795,265
258,2137,2395,266
1776,3647,5423,267
1544,3466,5010,268
684,3946,4630,269
477,3643,4120,270
480,3427,3907,271
653,4186,4839,272
830,4372,5202,273
480,1949,2429,274
616,2302,2918,275
330,3240,3570,276
486,3970,4456,277
559,4267,4826,278
639,4126,4765,279
949,4036,4985,280
2235,3174,5409,281
2397,3114,5511,282
1514,3603,5117,283
667,3896,4563,284
217,2199,2416,285
290,2623,2913,286
529,3115,3644,287
1899,3318,5217,288
1748,3293,5041,289
713,3857,4570,290
637,4111,4748,291
254,2170,2424,292
471,3724,4195,293
676,3628,4304,294
1499,2809,4308,295
1619,2762,4381,296
699,3488,4187,297
695,3992,4687,298
404,3490,3894,299
240,2419,2659,300
456,3291,3747,301
57,570,627,302
885,2446,3331,303
362,3307,3669,304
410,3658,4068,305
370,3816,4186,306
318,3656,3974,307
470,3576,4046,308
1156,2770,3926,309
952,2697,3649,310
373,3662,4035,311
376,3829,4205,312
305,3804,4109,313
190,2743,2933,314
440,2928,3368,315
1275,2792,4067,316
1004,2713,3717,317
595,3891,4486,318
449,3746,4195,319
145,1672,1817,320
139,2914,3053,321
245,3147,3392,322
943,2720,3663,323
787,2733,3520,324
220,2545,2765,325
69,1538,1607,326
112,2454,2566,327
560,935,1495,328
1095,1697,2792,329
1249,1819,3068,330
810,2261,3071,331
253,3614,3867,332
96,2818,2914,333
188,3425,3613,334
182,3545,3727,335
268,3672,3940,336
706,2908,3614,337
634,2851,3485,338
233,3578,3811,339
126,2468,2594,340
50,655,705,341
150,3172,3322,342
261,3359,3620,343
502,2688,3190,344
377,2366,2743,345
143,3167,3310,346
155,3368,3523,347
178,3562,3740,348
181,3528,3709,349
178,3399,3577,350
275,2464,2739,351
220,2211,2431,352
260,3143,3403,353
216,3534,3750,354
107,2553,2660,355
227,2841,3068,356
163,2046,2209,357
155,856,1011,358
303,451,754,359
430,887,1317,360
103,1059,1162,361
255,2047,2302,362
254,2169,2423,363
491,2508,2999,364
665,1820,2485,365
686,1608,2294,366
244,1707,1951,367
89,2147,2236,368
95,2273,2368,369
140,3132,3272,370
307,3791,4098,371
1070,3451,4521,372
599,2826,3425,373
106,2270,2376,374
173,3425,3598,375
92,2085,2177,376
269,3828,4097,377
174,3040,3214,378
333,2160,2493,379
284,2027,2311,380
217,2081,2298,381
127,2808,2935,382
109,3267,3376,383
130,3162,3292,384
115,3048,3163,385
67,1234,1301,386
196,1781,1977,387
145,2287,2432,388
439,3900,4339,389
467,3803,4270,390
244,3831,4075,391
269,3187,3456,392
775,3248,4023,393
558,2685,3243,394
126,3498,3624,395
324,4185,4509,396
304,4275,4579,397
190,3571,3761,398
310,3841,4151,399
384,2448,2832,400
318,2629,2947,401
206,3578,3784,402
199,4176,4375,403
109,2693,2802,404
163,3667,3830,405
227,3604,3831,406
192,1977,2169,407
73,1456,1529,408
94,3328,3422,409
135,3787,3922,410
141,4028,4169,411
74,2931,3005,412
349,3805,4154,413
1435,2883,4318,414
618,2071,2689,415
502,2627,3129,416
163,3614,3777,417
394,4379,4773,418
516,4546,5062,419
246,3241,3487,420
317,2415,2732,421
515,2874,3389,422
253,4069,4322,423
229,4134,4363,424
65,1769,1834,425
325,4665,4990,426
246,2948,3194,427
956,3110,4066,428
710,2713,3423,429
203,3130,3333,430
221,3735,3956,431
432,4484,4916,432
486,4896,5382,433
447,4122,4569,434
968,3150,4118,435
1658,3253,4911,436
838,4460,5298,437
762,5085,5847,438
997,5315,6312,439
1005,5187,6192,440
548,3830,4378,441
3155,4681,7836,442
2207,3685,5892,443
982,5171,6153,444
1051,5042,6093,445
1122,5108,6230,446
1334,5537,6871,447
2469,5893,8362,448
1033,2339,3372,449
1532,3464,4996,450
795,4763,5558,451
531,4571,5102,452
674,5024,5698,453
834,5299,6133,454
796,4663,5459,455
2301,3934,6235,456
2347,3694,6041,457
1208,4728,5936,458
1348,5424,6772,459
1058,5378,6436,460
1192,5265,6457,461
1807,4653,6460,462
3252,3605,6857,463
2230,2939,5169,464
905,4680,5585,465
819,5099,5918,466
482,4380,4862,467
663,4746,5409,468
1252,5146,6398,469
2795,4665,7460,470
2846,4286,7132,471
1198,5172,6370,472
989,5702,6691,473
347,4020,4367,474
846,5719,6565,475
1340,5950,7290,476
2541,4083,6624,477
120,907,1027,478
195,3019,3214,479
518,5115,5633,480
655,5541,6196,481
475,4551,5026,482
1014,5219,6233,483
1120,3100,4220,484
2229,4075,6304,485
665,4907,5572,486
653,5087,5740,487
667,5502,6169,488
764,5657,6421,489
1069,5227,6296,490
2496,4387,6883,491
2135,4224,6359,492
1008,5265,6273,493
738,4990,5728,494
620,4097,4717,495
1026,5546,6572,496
1319,5711,7030,497
2622,4807,7429,498
2172,3946,6118,499
342,2501,2843,500
625,4490,5115,501
991,6433,7424,502
1242,6142,7384,503
1521,6118,7639,504
3410,4884,8294,505
2704,4425,7129,506
630,3729,4359,507
819,5254,6073,508
766,4494,5260,509
1059,5711,6770,510
1417,5317,6734,511
2855,3681,6536,512
3283,3308,6591,513
2557,3486,6043,514
880,4863,5743,515
745,6110,6855,516
1100,6238,7338,517
533,3594,4127,518
2795,5325,8120,519
2494,5147,7641,520
1071,5927,6998,521
968,6033,7001,522
1027,6028,7055,523
1038,6456,7494,524
1488,6248,7736,525
2708,4790,7498,526
2224,4374,6598,527
1017,5647,6664,528
477,4495,4972,529
1173,6248,7421,530
1180,6183,7363,531
1563,6102,7665,532
2963,4739,7702,533
2634,4344,6978,534
653,4446,5099,535
968,5857,6825,536
872,5339,6211,537
778,5127,5905,538
964,4859,5823,539
2657,4801,7458,540
2551,4340,6891,541
1139,5640,6779,542
1077,6365,7442,543
1077,6258,7335,544
921,5958,6879,545
829,4634,5463,546
1455,4232,5687,547
1421,4110,5531,548
904,5323,6227,549
1052,5608,6660,550
2562,4841,7403,551
1405,4836,6241,552
1366,4841,6207,553
1448,3392,4840,554
1203,3469,4672,555
998,5571,6569,556
954,5336,6290,557
975,6289,7264,558
1032,6414,7446,559
1511,5988,7499,560
2355,4614,6969,561
1920,4111,6031,562
1088,5742,6830,563
921,5865,6786,564
799,4914,5713,565
888,5703,6591,566
747,5123,5870,567
1264,3195,4459,568
2544,4866,7410,569
1135,5831,6966,570
1140,6452,7592,571
1383,6790,8173,572
1036,5825,6861,573
1259,5645,6904,574
2234,4451,6685,575
2153,4444,6597,576
1040,6065,7105,577
968,6248,7216,578
1074,6506,7580,579
983,6278,7261,580
1328,5847,7175,581
2345,4479,6824,582
1707,3757,5464,583
1233,5780,7013,584
1278,5995,7273,585
1263,6271,7534,586
1196,6090,7286,587
1065,4721,5786,588
2247,4052,6299,589
2182,4362,6544,590
1207,5676,6883,591
1128,5656,6784,592
1198,6149,7347,593
1338,6267,7605,594
1483,5665,7148,595
2827,5038,7865,596
1208,3341,4549,597
1026,5504,6530,598
1081,5925,7006,599
1094,6281,7375,600
1363,6402,7765,601
1325,6257,7582,602
1829,4224,6053,603
1483,3772,5255,604
989,5928,6917,605
935,6105,7040,606
1177,6520,7697,607
1172,6541,7713,608
1433,5917,7350,609
2352,3788,6140,610
2613,3197,5810,611
1965,4069,6034,612
867,5997,6864,613
832,6280,7112,614
611,5592,6203,615
1045,6459,7504,616
1557,4419,5976,617
2570,5657,8227,618
1118,6407,7525,619
1070,6697,7767,620
1050,6820,7870,621
1054,6750,7804,622
1379,6630,8009,623
3160,5554,8714,624
2166,5167,7333,625
1022,5847,6869,626
371,3702,4073,627
788,6803,7591,628
939,6781,7720,629
1250,6917,8167,630
2512,5883,8395,631
2454,5453,7907,632
1001,6435,7436,633
845,6693,7538,634
787,6946,7733,635
751,6642,7393,636
1045,6370,7415,637
2589,5966,8555,638
2015,4874,6889,639
763,6015,6778,640
315,4324,4639,641
728,6844,7572,642
891,6437,7328,643
1516,6640,8156,644
3031,4934,7965,645
781,2729,3510,646
874,4604,5478,647
601,5791,6392,648
780,6911,7691,649
834,6736,7570,650
1060,6222,7282,651
2252,4857,7109,652
2080,4559,6639,653
760,5115,5875,654
922,6612,7534,655
979,6482,7461,656
1008,6501,7509,657
753,4671,5424,658
2806,5284,8090,659
2132,4692,6824,660
830,6228,7058,661
841,6625,7466,662
795,6898,7693,663
875,6484,7359,664
1182,6262,7444,665
2643,5209,7852,666
998,3461,4459,667
2,20,22,668
87,1009,1096,669
419,5147,5566,670
466,5520,5986,671
618,5229,5847,672
1029,4109,5138,673
1201,3906,5107,674
378,4881,5259,675
466,5220,5686,676
326,4709,5035,677
340,4975,5315,678
709,5283,5992,679
2090,4446,6536,680
2290,4562,6852,681
1097,5172,6269,682
327,3767,4094,683
373,5122,5495,684
320,5125,5445,685
484,5214,5698,686
1313,4316,5629,687
922,3747,4669,688
449,5050,5499,689
534,5100,5634,690
615,4531,5146,691
955,1470,2425,692
1603,2307,3910,693
532,1745,2277,694
309,2115,2424,695
337,4750,5087,696
123,3836,3959,697
198,5062,5260,698
243,5080,5323,699
362,5306,5668,700
951,4240,5191,701
892,3757,4649,702
555,5679,6234,703
551,6055,6606,704
331,5398,5729,705
340,5035,5375,706
349,4659,5008,707
1153,4429,5582,708
441,2787,3228,709
329,4841,5170,710
282,5219,5501,711
310,5009,5319,712
425,5107,5532,713
429,5182,5611,714
767,4280,5047,715
538,3248,3786,716
212,4373,4585,717
433,5124,5557,718
333,4934,5267,719
314,3814,4128,720
221,3402,3623,721
205,1544,1749,722
408,1379,1787,723
174,746,920,724
440,573,1013,725
9,432,441,726
247,1867,2114,727
644,2451,3095,728
159,1182,1341,729
364,1432,1796,730
439,2290,2729,731
